Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2022-02-28,BAJFINANCE,EQ,6969.4,6860.0,7025.0,6806.6,6995.0,7002.3,6950.66,1580891,1098823994520000.1,165462,616179,0.3898
2022-03-02,BAJFINANCE,EQ,7002.3,6918.0,6936.35,6762.0,6835.0,6831.55,6832.12,1608009,1098610808775000.0,177364,683643,0.4251
2022-03-03,BAJFINANCE,EQ,6831.55,6920.0,6944.3,6725.0,6740.0,6748.35,6822.47,1333999,910117024185000.0,141946,521606,0.391
2022-03-04,BAJFINANCE,EQ,6748.35,6688.4,6698.0,6500.0,6537.8,6537.9,6579.07,1996509,1313518099295000.0,230064,753595,0.3775
2022-03-07,BAJFINANCE,EQ,6537.9,6350.0,6370.0,6100.0,6144.0,6125.0,6209.68,2843588,1765778071534999.8,308244,1328108,0.4671
2022-03-08,BAJFINANCE,EQ,6125.0,6128.0,6217.35,5912.9,6180.0,6161.85,6073.8,2885783,1752765684050000.0,250061,1086708,0.3766
2022-03-09,BAJFINANCE,EQ,6161.85,6219.5,6525.0,6121.85,6485.0,6472.5,6312.35,2280131,1439297995165000.0,190284,819021,0.3592
2022-03-10,BAJFINANCE,EQ,6472.5,6794.0,6794.0,6501.0,6568.0,6584.9,6657.93,2091561,1392547669795000.0,175955,693593,0.33159999999999995
2022-03-11,BAJFINANCE,EQ,6584.9,6550.0,6685.0,6490.05,6615.0,6628.0,6614.52,1264771,836584879130000.0,104323,271796,0.21489999999999998
2022-03-14,BAJFINANCE,EQ,6628.0,6601.0,6689.0,6500.0,6657.9,6665.45,6582.43,1266846,833893127040000.0,134273,393949,0.311
2022-03-15,BAJFINANCE,EQ,6665.45,6677.2,6750.0,6605.0,6652.0,6666.55,6677.97,1479270,987851951390000.0,166813,548486,0.37079999999999996
2022-03-16,BAJFINANCE,EQ,6666.55,6780.0,6899.4,6743.35,6824.75,6840.6,6829.54,1633596,1115670630285000.0,135401,628552,0.3848
2022-03-17,BAJFINANCE,EQ,6840.6,6947.7,7056.9,6930.1,6992.0,6994.4,6999.08,1670678,1169320609620000.0,134599,705800,0.4225
2022-03-21,BAJFINANCE,EQ,6994.4,7000.0,7018.75,6850.0,6883.0,6870.4,6920.21,962019,665736914755000.0,72204,313072,0.3254
2022-03-22,BAJFINANCE,EQ,6870.4,6870.0,7010.0,6767.0,6998.0,6985.8,6893.67,1273796,878113198700000.0,105600,325253,0.2553
2022-03-23,BAJFINANCE,EQ,6985.8,7050.0,7104.0,6970.0,6985.0,7004.8,7032.44,1176750,827542748420000.0,87121,391803,0.33299999999999996
2022-03-24,BAJFINANCE,EQ,7004.8,6969.0,7035.55,6881.25,6986.0,6997.55,6985.54,783716,547468059214999.94,68202,161874,0.2065
2022-03-25,BAJFINANCE,EQ,6997.55,7059.0,7067.45,6940.0,6982.0,6973.5,6991.83,702373,491087339600000.0,58670,212721,0.3029
2022-03-28,BAJFINANCE,EQ,6973.5,6990.0,7035.0,6870.0,6995.0,7001.4,6958.49,936973,651991683685000.0,75942,241959,0.2582
2022-03-29,BAJFINANCE,EQ,7001.4,7040.0,7060.0,6984.5,7050.0,7039.35,7023.87,715950,502874314230000.0,58294,257369,0.35950000000000004
2022-03-30,BAJFINANCE,EQ,7039.35,7100.0,7274.45,7099.0,7234.9,7251.85,7221.88,1272254,918806428575000.0,114350,408808,0.32130000000000003
