Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2022-02-15,MARUTI,EQ,8366.4,8410.0,8664.25,8356.5,8610.0,8622.7,8497.26,682766,580164358840000.0,87718,211964,0.3104
2022-02-16,MARUTI,EQ,8622.7,8720.0,8736.4,8544.0,8566.0,8582.95,8617.72,422704,364274545955000.0,53955,110602,0.26170000000000004
2022-02-17,MARUTI,EQ,8582.95,8575.0,8658.3,8525.0,8541.0,8552.45,8574.04,305313,261776468269999.97,33791,53201,0.1743
2022-02-18,MARUTI,EQ,8552.45,8550.0,8645.95,8520.05,8544.05,8569.1,8592.96,385273,331063388320000.0,52373,138062,0.3583
2022-02-21,MARUTI,EQ,8569.1,8544.05,8724.25,8443.6,8606.0,8612.7,8610.76,626049,539076063614999.94,70754,221789,0.3543
2022-02-22,MARUTI,EQ,8612.7,8495.0,8659.8,8384.85,8642.0,8622.8,8522.96,620828,529129424225000.0,96897,255565,0.4117
2022-02-23,MARUTI,EQ,8622.8,8690.0,8789.95,8655.2,8690.0,8698.85,8731.99,557954,487204784145000.0,85991,210776,0.3778
2022-02-24,MARUTI,EQ,8698.85,8402.0,8587.25,8155.0,8195.0,8210.15,8334.67,947351,789585450215000.0,141883,400535,0.4228
2022-02-25,MARUTI,EQ,8210.15,8260.0,8466.0,8209.55,8355.4,8356.1,8333.04,1344343,1120246597850000.0,129963,620734,0.4617
2022-02-28,MARUTI,EQ,8356.1,8300.0,8339.95,8114.1,8304.9,8314.15,8241.6,961303,792267268090000.0,122221,497971,0.518
2022-03-02,MARUTI,EQ,8314.15,8197.7,8199.0,7764.0,7815.15,7814.2,7918.44,1783011,1411866948445000.0,202170,869422,0.4876
2022-03-03,MARUTI,EQ,7814.2,7924.0,7939.95,7558.5,7608.0,7595.55,7701.54,1050154,808780310830000.0,132535,359985,0.3428
2022-03-04,MARUTI,EQ,7595.55,7482.0,7519.2,7130.0,7235.0,7247.3,7261.25,2511658,1823777316565000.2,259318,1221039,0.48610000000000003
2022-03-07,MARUTI,EQ,7247.3,6992.0,7029.85,6730.0,6775.95,6769.05,6821.03,2469925,1684744241100000.0,285790,1348983,0.5462
2022-03-08,MARUTI,EQ,6769.05,6705.0,6855.0,6536.55,6803.0,6806.3,6646.61,2840376,1887886213495000.0,236017,1413290,0.4976
2022-03-09,MARUTI,EQ,6806.3,6874.0,7078.1,6777.0,7021.35,7026.85,6918.36,1827539,1264357626630000.0,174151,813220,0.445
2022-03-10,MARUTI,EQ,7026.85,7255.0,7399.85,7177.3,7195.75,7211.8,7270.31,1535070,1116043843910000.0,149607,609171,0.3968
2022-03-11,MARUTI,EQ,7211.8,7200.0,7200.0,7080.0,7099.0,7102.55,7118.54,1024452,729259777940000.0,116914,460164,0.44920000000000004
2022-03-14,MARUTI,EQ,7102.55,7050.0,7335.0,7012.0,7298.6,7316.75,7186.66,1023874,735823656015000.0,124653,394933,0.3857
2022-03-15,MARUTI,EQ,7316.75,7321.0,7620.0,7318.0,7408.0,7420.1,7492.9,1586111,1188456902875000.0,164532,515898,0.32530000000000003
2022-03-16,MARUTI,EQ,7420.1,7570.0,7595.75,7440.0,7479.7,7485.8,7497.48,584457,438195466935000.06,60391,131592,0.2252
2022-03-17,MARUTI,EQ,7485.8,7574.0,7741.95,7530.0,7686.0,7693.0,7665.99,1133271,868764349579999.9,110232,493430,0.4354
2022-03-21,MARUTI,EQ,7693.0,7844.0,7940.0,7650.0,7672.0,7705.55,7841.59,1354525,1062162488265000.0,147370,378430,0.27940000000000004
2022-03-22,MARUTI,EQ,7705.55,7714.95,7809.0,7536.65,7763.95,7766.65,7686.4,1093502,840509332225000.0,113852,253712,0.23199999999999998
2022-03-23,MARUTI,EQ,7766.65,7800.0,7862.8,7611.0,7631.0,7644.85,7683.62,808597,621295222990000.0,94741,215844,0.2669
2022-03-24,MARUTI,EQ,7644.85,7599.3,7655.0,7526.35,7533.0,7556.95,7592.16,565485,429325339020000.0,68889,185329,0.32770000000000005
2022-03-25,MARUTI,EQ,7556.95,7515.0,7542.3,7385.0,7429.0,7415.45,7435.39,686637,510541500500000.0,78438,190539,0.2775
2022-03-28,MARUTI,EQ,7415.45,7425.0,7539.0,7413.0,7482.0,7477.35,7470.94,599515,447893939845000.0,59165,186405,0.3109
2022-03-29,MARUTI,EQ,7477.35,7535.0,7563.1,7401.0,7462.0,7439.15,7492.26,446257,334347272245000.0,53410,113360,0.254
2022-03-30,MARUTI,EQ,7439.15,7521.0,7629.95,7490.0,7587.8,7598.6,7587.36,589206,447051830560000.06,66368,180901,0.307
